,feature,support,ranking,mean score,std score
167,D_136,False,224,0.757219350063923,0.001809785275507709
168,D_137,False,233,0.7570958984182043,0.0023387019238557496
169,D_138,False,230,0.7562448426488928,0.0021948572631613106
170,D_139,False,52,0.7566486614211,0.0013838291731955265
171,D_140,False,96,0.756214653467403,0.0018402954870519541
172,D_141,False,69,0.7562621884812808,0.0015888890711216706
173,D_142,False,219,0.7559881124356659,0.001458507496872883
174,D_143,False,101,0.7568238731781107,0.0015427932483535864
175,D_144,False,83,0.7565674879524025,0.0005925401490322988
176,D_145,False,103,0.7559916730200675,0.0017430508034624753
177,B_30_0.0,False,236,0.7573370847014218,0.0019408622060447288
178,B_30_1.0,False,263,0.7555539503777198,0.0007774156802618775
179,B_30_2.0,False,331,0.7563690368285862,0.002006455472481877
180,B_38_1.0,False,327,0.7562908895692403,0.0023623807339494024
181,B_38_2.0,False,309,0.7564886960448378,0.0006681196504808094
182,B_38_3.0,False,267,0.7562933599448041,0.0012631241980490479
183,B_38_4.0,False,274,0.7558109488479172,0.00289862942775931
184,B_38_5.0,False,295,0.7563624761887306,0.0016063573187512432
185,B_38_6.0,False,326,0.756431899910337,0.0018705807867135397
186,B_38_7.0,False,318,0.7567075840478698,0.0009319429570198392
187,D_114_0.0,False,269,0.7561681969841083,0.001197119654375087
188,D_114_1.0,False,266,0.7557991189336744,0.002021466862697703
189,D_116_0.0,False,334,0.7566234389727825,0.0023154622674055095
190,D_116_1.0,False,338,0.755219653127826,0.002024586776506974
191,D_117_-1.0,False,287,0.7562810654582365,0.001238751656510551
192,D_117_1.0,False,320,0.7564349385306333,0.0007747595722889349
193,D_117_2.0,False,294,0.7554385837747575,0.0011752884651605807
194,D_117_3.0,False,290,0.757109917454672,0.0012014692227737226
195,D_117_4.0,False,291,0.7553480103784004,0.0014020547515921074
196,D_117_5.0,False,313,0.7566135506844732,0.001780361933693968
197,D_117_6.0,False,321,0.7561679966021879,0.0015358700194758263
198,D_120_0.0,False,248,0.7565533177827402,0.0015819814679048127
199,D_120_1.0,False,259,0.7564131697804017,0.0023672629871804123
200,D_126_-1.0,False,344,0.7558298655164599,0.0016427669622512604
201,D_126_0.0,False,289,0.7559419076599365,0.0018221571202998756
202,D_126_1.0,False,305,0.7564765445934194,0.0019608684369034498
203,D_63_CL,False,317,0.7564443970266148,0.0012107381310565717
204,D_63_CO,False,306,0.7556154020070797,0.001834900574534154
205,D_63_CR,False,322,0.7554876561527828,0.0008156478872342903
206,D_63_XL,False,339,0.7546676798256031,0.0020563439898828974
207,D_63_XM,False,340,0.7555587742655339,0.0017862534969194394
208,D_63_XZ,False,337,0.7563258547747969,0.001536495589209697
209,D_64_-1,False,341,0.756202060702275,0.001906477507437119
210,D_64_O,False,268,0.755759299820122,0.0024687754253250697
