,feature,support,ranking,mean score,std score
307,D_84_13_periods_logmax,False,36,0.7772062556996141,0.001308641599500455
55,B_19,False,37,0.7711968954819246,0.0014305002231979876
341,D_105_13_periods_sum,False,38,0.7763792421397876,0.0016225436997097276
360,D_122_13_periods_sum,False,39,0.7768875754476963,0.0019729912018543556
148,D_118,False,40,0.7782763551267047,0.001446504354366664
286,R_7_6_periods_logmax,False,41,0.776981928623105,0.0016013918882739659
130,D_104,False,42,0.7782783589540382,0.0015885035679461409
343,D_107_13_periods_logmax,False,43,0.7777834440032942,0.0017577271503861377
302,R_12_6_periods_min,False,44,0.7766435790294066,0.0016219364961697206
340,D_104_13_periods_logmax,False,45,0.7770310332028569,0.0014622011443906988
306,R_15_13_periods_std,False,46,0.7765021643035692,0.0014717501659162956
51,D_65,False,47,0.770845329443109,0.0021085724960405792
379,D_139_13_periods_logmax,False,48,0.7769403676969313,0.003330905653362358
146,D_113,False,49,0.7781290182236026,0.0015275873154258956
256,B_13_13_periods_loglast/first,False,50,0.7774744745207336,0.0024401928876006504
330,R_24_13_periods_max,False,51,0.7775703508079548,0.0014810440129561764
83,D_80,False,52,0.775601413961776,0.0019169404412256459
75,D_77,False,53,0.7748595501238162,0.0011990167779378118
199,D_120_1.0,False,54,0.7783019082739409,0.0022295996125739027
174,D_143,False,55,0.7780005281670586,0.0015457063489223602
308,R_16_13_periods_std,False,56,0.776213504322576,0.001539292526956676
58,R_6,False,57,0.771632419915673,0.001797766991282199
363,D_125_13_periods_logmax,False,58,0.776040726169962,0.0020923953593020976
